reaction_id,reaction_equation,duplicate_test_exact,duplicate_test_directions,duplicate_test_coefficients,duplicate_test_redox,diphosphate_test,dead_end_test
HSK,atp_c + hom__L_c --> adp_c + h_c + phom_c,ok,ok,ok,ok,ok,ok
HSTPT,glu__L_c + imacp_c --> akg_c + hisp_c,ok,HSTPTr,ok,ok,ok,ok
HSTPTr,glu__L_c + imacp_c <=> akg_c + hisp_c,ok,HSTPT,ok,ok,ok,ok
HVCD,3optcoa_c + h_c + nadh_c <=> 3hptcoa_c + nad_c,ok,ok,ok,ok,ok,ok
HXAND,h2o_c + hxan_c + nad_c --> h_c + nadh_c + xan_c,ok,ok,ok,ok,ok,ok
HXANt2pp,h_p + hxan_p --> h_c + hxan_c,ok,ok,ok,ok,ok,ok
HXPRT,hxan_c + prpp_c --> imp_c + ppi_c,ok,ok,ok,ok,ok,ok
Htex,h_e <=> h_p,ok,ok,ok,ok,ok,ok
ICDHyr,icit_c + nadp_c <=> akg_c + co2_c + nadph_c,ok,ok,ok,ok,ok,ok
ICITt4pp,icit_p + na1_p --> icit_c + na1_c,ok,ok,ok,ok,ok,ok
ICITt_kt,h_p + icit_p --> h_c + icit_c,ok,ok,ok,ok,ok,ok
ICL,icit_c --> glx_c + succ_c,ok,ok,ok,ok,ok,ok
IG3PS,gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + h_c,ok,ok,ok,ok,ok,ok
IGPDH,eig3p_c --> h2o_c + imacp_c,ok,ok,ok,ok,ok,ok
IGPS,2cpr5p_c + h_c --> 3ig3p_c + co2_c + h2o_c,ok,ok,ok,ok,ok,ok
ILEDHr_1,h2o_c + ile__L_c + nad_c <=> 3mop_c + h_c + nadh_c + nh4_c,ok,ok,ok,ok,ok,ok
ILETA,akg_c + ile__L_c <=> 3mop_c + glu__L_c,ok,ok,ok,ok,ok,ok
ILEabc,atp_c + h2o_c + ile__L_e --> adp_c + h_c + ile__L_c + pi_c,ok,ok,ok,ok,ok,ok
ILEabcpp,atp_c + h2o_c + ile__L_p --> adp_c + h_c + ile__L_c + pi_c,ok,ok,ok,ok,ok,ok
ILEt2r,h_e + ile__L_e --> h_c + ile__L_c,ok,ok,ok,ok,ok,ok
ILEt2rpp,h_p + ile__L_p --> h_c + ile__L_c,ok,ok,ok,ok,ok,ok
IMPD,h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,ok,ok,ok,ok,ok,ok
IND3ACtpp,h_p + ind3ac_c --> h_c + ind3ac_p,ok,ok,ok,ok,ok,ok
INDOLEt2pp,h_c + indole_c <-- h_p + indole_p,ok,ok,ok,ok,ok,ok
INDOLEt5,h_p + indole_c --> h_c + indole_e,ok,ok,ok,ok,ok,ok
INDOLEt6,h_p + indole_p --> h_c + indole_e,ok,ok,ok,ok,ok,ok
INS2D,inost_c + nad_c --> 2ins_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
INSCR,2ins_c + atp_c --> adp_c + dhap_c + 2.0 h_c + msa_c,ok,ok,ok,ok,ok,ok
INSH,h2o_c + ins_c --> hxan_c + rib__D_c,ok,ok,ok,ok,ok,ok
INSTt2,h_e + inost_e --> h_c + inost_c,ok,ok,ok,ok,ok,ok
INSt2,h_e + ins_e --> h_c + ins_c,ok,ok,ok,ok,ok,ok
INSt3pp,h_p + ins_c --> h_c + ins_p,ok,ok,ok,ok,ok,ok
IPDDI,ipdp_c <=> dmpp_c,ok,ok,ok,ok,ok,ok
IPDPS,h2mb4p_c + h_c + nadh_c --> h2o_c + ipdp_c + nad_c,ok,ok,ok,ok,ok,ok
IPMD,3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c,ok,ok,ok,ok,ok,ok
IPPS,3mob_c + accoa_c + h2o_c --> 3c3hmp_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
ISETACabcpp,atp_c + h2o_c + isetac_p --> adp_c + h_c + isetac_c + pi_c,ok,ok,ok,ok,ok,ok
ISOAML,bglyg4n_c + h2o_c --> maltttr_c,ok,ok,ok,ok,ok,ok
IVCS,3mb_c + atp_c + coa_c --> amp_c + ivcoa_c + ppi_c,ok,ok,ok,ok,ok,ok
IZPN,4izp_c + h2o_c --> forglu_c,ok,ok,ok,ok,ok,ok
K2L4Aabcpp,atp_c + h2o_c + kdo2lipid4_c --> adp_c + h_c + kdo2lipid4_p + pi_c,ok,ok,ok,ok,ok,ok
KAS8,accoa_c + 20.0 h_c + 7.0 malcoa_c + 14.0 nadph_c --> 7.0 co2_c + 8.0 coa_c + 6.0 h2o_c + hdca_c + 14.0 nadp_c,ok,ok,ok,ok,ok,ok
KAT1,aacoa_c + coa_c --> 2.0 accoa_c,ok,ACACT1r,ACACT1r,ok,ok,ok
KAT10,3ohpcoa_c + coa_c --> accoa_c + ptcoa_c,ok,ok,ok,ok,ok,ok
KAT11,3ononacoa_c + coa_c --> accoa_c + hptcoa_c,ok,ok,ok,ok,ok,ok
KAT12,3opdecacoa_c + coa_c --> accoa_c + poctacoa_c,ok,ok,ok,ok,ok,ok
KAT13,3opnonacoa_c + coa_c --> accoa_c + phpcoa_c,ok,ok,ok,ok,ok,ok
KAT14,3opoctacoa_c + coa_c --> accoa_c + phxacoa_c,ok,ok,ok,ok,ok,ok
KAT15,3ophpcoa_c + coa_c --> accoa_c + pptcoa_c,ok,ok,ok,ok,ok,ok
KAT16,3ophxacoa_c + coa_c --> accoa_c + pbcoa_c,ok,ok,ok,ok,ok,ok
KAT17,3opptcoa_c + coa_c --> accoa_c + phppcoa_c,ok,ok,ok,ok,ok,ok
KAT18,3opbcoa_c + coa_c --> accoa_c + phaccoa_c,ok,ok,ok,ok,ok,ok
KAT19,3o6athcoa_c + coa_c --> 4atbcoa_c + accoa_c,ok,ok,ok,ok,ok,ok
KAT20,3ovacccoa_c + coa_c --> accoa_c + hdcoa_c,ok,ok,ok,ok,ok,ok
KAT21,3ohdccoa_c + coa_c --> accoa_c + tdecoa_c,ok,ok,ok,ok,ok,ok
KAT22,3otdccoa_c + coa_c --> accoa_c + ddecoa_c,ok,ok,ok,ok,ok,ok
KAT23,3oddccoa_c + coa_c --> accoa_c + decoa_c,ok,ok,ok,ok,ok,ok
KAT24,3oodecoa_c + coa_c --> accoa_c + hdd7coa_c,ok,ok,ok,ok,ok,ok
KAT25,3ohdd7coa_c + coa_c --> accoa_c + tded5coa_c,ok,ok,ok,ok,ok,ok
KAT26,3odd5coa_c + coa_c --> accoa_c + dded3coa_c,ok,ok,ok,ok,ok,ok
KAT27,3optslacoa_c + coa_c --> accoa_c + hdd4coa_c,ok,ok,ok,ok,ok,ok
KAT28,3ohdd4coa_c + coa_c --> accoa_c + tde_2Z_coa_c,ok,ok,ok,ok,ok,ok
KAT29,3olnlccoa_c + coa_c --> accoa_c + hd_7_10_coa_c,ok,ok,ok,ok,ok,ok
KAT30,3ohd710coa_c + coa_c --> accoa_c + td_5_8_coa_c,ok,ok,ok,ok,ok,ok
KAT31,3ohd58coa_c + coa_c --> accoa_c + dd_3_6_coa_c,ok,ok,ok,ok,ok,ok
KAT32,3odd6coa_c + coa_c --> accoa_c + dec4coa_c,ok,ok,ok,ok,ok,ok
KAT33,3oxptcoa_c + coa_c --> accoa_c + ppcoa_c,ok,ok,ok,ok,ok,ok
KDOCT2,ctp_c + kdo_c --> ckdo_c + ppi_c,ok,ok,ok,ok,ok,ok
KDOPP,h2o_c + kdo8p_c --> kdo_c + pi_c,ok,ok,ok,ok,ok,ok
KDOPS,ara5p_c + h2o_c + pep_c --> kdo8p_c + pi_c,ok,ok,ok,ok,ok,ok
Kabcpp,atp_c + h2o_c + k_p --> adp_c + h_c + k_c + pi_c,ok,ok,ok,ok,ok,ok
Kt1,k_e <=> k_c,ok,ok,ok,ok,ok,ok
Kt2pp,h_p + k_p --> h_c + k_c,ok,ok,Kt3pp,ok,ok,ok
Kt2r,h_e + k_e --> h_c + k_c,ok,ok,ok,ok,ok,ok
Kt3pp,h_p + k_c --> h_c + k_p,ok,ok,Kt2pp,ok,ok,ok
Ktex,k_e <=> k_p,ok,ok,ok,ok,ok,ok
LACLt2,lac__L_e <=> lac__L_c,ok,ok,ok,ok,ok,ok
LACZpp,h2o_p + lcts_p --> gal_p + glc__D_p,ok,ok,ok,ok,ok,ok
LALGP,LalaLglu_c + h2o_c --> ala__L_c + glu__L_c,ok,ok,ok,ok,ok,ok
LCADi,h2o_c + lald__L_c + nad_c --> 2.0 h_c + lac__L_c + nadh_c,ok,ok,ok,ok,ok,ok
LCARSyi,h_c + lald__L_c + nadph_c --> 12ppd__S_c + nadp_c,ok,ok,ok,LCARS,ok,ok
LCTSt,h_e + lcts_e --> h_c + lcts_c,ok,ok,ok,ok,ok,ok
LCTSt3ipp,h_p + lcts_c --> h_c + lcts_p,ok,ok,ok,ok,ok,ok
LDGUNPD,5pg35pg_c + h2o_c --> 2.0 gmp_c + h_c,ok,ok,ok,ok,ok,ok
LDH_D,lac__D_c + nad_c <=> h_c + nadh_c + pyr_c,ok,ok,ok,LDH_D2,ok,ok
LDH_D2,lac__D_c + q8_c --> pyr_c + q8h2_c,ok,ok,ok,LDH_D,ok,ok
LEULEUabcpp,atp_c + h2o_c + leuleu_p --> adp_c + h_c + leuleu_c + pi_c,ok,ok,ok,ok,ok,ok
LEUTA,akg_c + leu__L_c <=> 4mop_c + glu__L_c,ok,ok,ok,ok,ok,ok
LEUabc,atp_c + h2o_c + leu__L_e --> adp_c + h_c + leu__L_c + pi_c,ok,ok,ok,ok,ok,ok
LEUabcpp,atp_c + h2o_c + leu__L_p --> adp_c + h_c + leu__L_c + pi_c,ok,ok,ok,ok,ok,ok
LEUt2r,h_e + leu__L_e --> h_c + leu__L_c,ok,ok,ok,ok,ok,ok
LEUt2rpp,h_p + leu__L_p --> h_c + leu__L_c,ok,ok,LEUt3pp,ok,ok,ok
LEUt3pp,h_p + leu__L_c --> h_c + leu__L_p,ok,ok,LEUt2rpp,ok,ok,ok
LEUtex,leu__L_e <=> leu__L_p,ok,ok,ok,ok,ok,ok
LGTHL,gthrd_c + mthgxl_c --> lgt__S_c,GLYCS_I,ok,ok,ok,ok,ok
LLEUDr,h2o_c + leu__L_c + nad_c <=> 4mop_c + h_c + nadh_c + nh4_c,ok,ok,ok,ok,ok,ok
LNLCtexi,lnlc_e --> lnlc_p,ok,ok,ok,ok,ok,ok
LPADSS,lipidX_c + u23ga_c --> h_c + lipidAds_c + udp_c,ok,ok,ok,ok,ok,ok
LPCOXc,Lpipecol_c + o2_c --> h2o2_c + h_c + thp2c_c,ok,ok,ok,ok,ok,ok
LPLIPAL1E181d11pp,1agpe181_p + h2o_p --> g3pe_p + h_p + vacc_p,ok,ok,ok,ok,ok,ok
LPLIPAL1G181d11pp,1agpg181_p + h2o_p --> g3pg_p + h_p + vacc_p,ok,ok,ok,ok,ok,ok
LPLIPAL2E160,2agpe160_c + h2o_c --> g3pe_c + h_c + hdca_c,ok,ok,ok,ok,ok,ok
LPLIPAL2G161,2agpg161_c + h2o_c --> g3pg_c + h_c + hdcea_c,ok,ok,ok,ok,ok,ok
LSERDHr,nadp_c + ser__L_c <=> 2amsa_c + h_c + nadph_c,ok,ok,ok,ok,ok,ok
LTDCL,h_c + trp__L_c --> co2_c + trypta_c,ok,ok,ok,ok,ok,ok
LTHRK,atp_c + thr__L_c --> adp_c + h_c + thrp_c,ok,ok,ok,ok,ok,ok
LYSDC,h_c + lys__L_c --> 15dap_c + co2_c,ok,ok,ok,ok,ok,ok
LYSMO,lys__L_c + o2_c --> 5apentam_c + co2_c + h2o_c + h_c,ok,ok,ok,ok,ok,ok
LYSabc,atp_c + h2o_c + lys__L_e --> adp_c + h_c + lys__L_c + pi_c,ok,ok,ok,ok,ok,ok
LYSabcpp,atp_c + h2o_c + lys__L_p --> adp_c + h_c + lys__L_c + pi_c,ok,ok,ok,ok,ok,ok
LYSt3pp,h_p + lys__L_c --> h_c + lys__L_p,ok,ok,ok,ok,ok,ok
LYSt3r,h_e + lys__L_c --> h_c + lys__L_e,ok,ok,ok,ok,ok,ok
LYSt5r,lys__L_e <=> lys__L_c,ok,ok,ok,ok,ok,ok
LYStex,lys__L_e <=> lys__L_p,ok,ok,ok,ok,ok,ok
L_LACD2,lac__L_c + q8_c --> pyr_c + q8h2_c,ok,ok,ok,ok,ok,ok
L_LACD3_1,lac__L_c + mqn7_c --> mql7_c + pyr_c,ok,ok,ok,ok,ok,ok
L_LACt2r,h_e + lac__L_e --> h_c + lac__L_c,ok,ok,L_LACt3,ok,ok,ok
L_LACt2rpp,h_p + lac__L_p --> h_c + lac__L_c,ok,ok,ok,ok,ok,ok
L_LACt3,h_e + lac__L_c --> h_c + lac__L_e,ok,ok,L_LACt2r,ok,ok,ok
MACACI,4mlacac_c --> 4fumacac_c,ok,ok,ok,ok,ok,ok
MACCOAT,2maacoa_c + coa_c --> accoa_c + ppcoa_c,ok,ok,ok,ok,ok,ok
MAGLIPA160ex,1ag160_e + h2o_e --> glyc_e + h_e + hdca_e,ok,ok,ok,ok,ok,ok
MAGLIPA180ex,1ag180_e + h2o_e --> glyc_e + h_e + ocdca_e,ok,ok,ok,ok,ok,ok
MAGLIPA181d9ex,1ag181d9_e + h2o_e --> glyc_e + h_e + ocdcea_e,ok,ok,ok,ok,ok,ok
MAGLIPA182d9d12ex,1ag182d9d12_e + h2o_e --> glyc_e + h_e + lnlc_e,ok,ok,ok,ok,ok,ok
MALDDH,mal__D_c + nad_c --> co2_c + nadh_c + pyr_c,ok,ok,ok,ok,ok,ok
MALDt2_2pp,2.0 h_p + mal__D_p --> 2.0 h_c + mal__D_c,ok,ok,ok,ok,ok,ok
MALS,accoa_c + glx_c + h2o_c --> coa_c + h_c + mal__L_c,ok,ok,ok,ok,ok,ok
MALTT,2.0 malt1p_c --> glyg4n_c + 2.0 pi_c,ok,ok,ok,ok,ok,ok
MALTTRabc,atp_c + h2o_c + malttr_e --> adp_c + h_c + malttr_c + pi_c,ok,ok,ok,ok,ok,ok
MALt2_2,2.0 h_e + mal__L_e --> 2.0 h_c + mal__L_c,ok,ok,MALt2r,ok,ok,ok
MALt2_2pp,2.0 h_p + mal__L_p --> 2.0 h_c + mal__L_c,ok,ok,ok,ok,ok,ok
MALt2r,h_e + mal__L_e --> h_c + mal__L_c,ok,ok,MALt2_2,ok,ok,ok
MAN1PT,gtp_c + h_c + man1p_c --> gdpmann_c + ppi_c,ok,ok,ok,ok,ok,ok
MAN1PT2,gdp_c + h_c + man1p_c --> gdpmann_c + pi_c,ok,ok,ok,ok,ok,ok
MAN6PI,man6p_c <=> f6p_c,ok,ok,ok,ok,ok,ok
MANpts,man_e + pep_c --> man6p_c + pyr_c,ok,ok,ok,ok,ok,ok
MCCC,3mb2coa_c + atp_c + hco3_c --> 3mgcoa_c + adp_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
MCITD,2mcit_c --> 2mcacn_c + h2o_c,ok,ok,ok,ok,ok,ok
MCITS,h2o_c + oaa_c + ppcoa_c --> 2mcit_c + coa_c + h_c,ok,ok,ok,ok,ok,ok
MCSNAH,5mcsn_c + h2o_c + h_c --> nh4_c + thym_c,ok,ok,ok,ok,ok,ok
MCSNtpp,5mcsn_p + h_p --> 5mcsn_c + h_c,ok,ok,ok,ok,ok,ok
MCTP1App,murein5p5p_p --> ala__D_p + murein5px4p_p,ok,ok,ok,ok,ok,ok
MCTP1Bpp,murein5p5p_p --> alaala_p + murein5px3p_p,ok,ok,ok,ok,ok,ok
MCTP2App,murein5p5p5p_p --> 2.0 ala__D_p + murein5px4px4p_p,ok,ok,ok,ok,ok,ok
MDDCP1pp,h2o_p + murein5px4p_p --> ala__D_p + murein4px4p_p,ok,ok,ok,ok,ok,ok
MDDCP2pp,h2o_p + murein5px4px4p_p --> ala__D_p + murein4px4px4p_p,ok,ok,ok,ok,ok,ok
MDDCP3pp,h2o_p + murein5p5p_p --> ala__D_p + murein5p4p_p,ok,ok,ok,ok,ok,ok
MDDCP4pp,h2o_p + murein5p4p_p --> ala__D_p + murein4p4p_p,ok,ok,ok,ok,ok,ok
MDDCP5pp,h2o_p + murein5p3p_p --> ala__D_p + murein4p3p_p,ok,ok,ok,ok,ok,ok
MDDEP1pp,h2o_p + murein4px4p_p --> murein4p4p_p,ok,ok,ok,ok,ok,ok
MDDEP2pp,h2o_p + murein3px4p_p --> murein4p3p_p,ok,ok,ok,ok,ok,ok
MDDEP3pp,h2o_p + murein5px4p_p --> murein5p4p_p,ok,ok,ok,ok,ok,ok
MDDEP4pp,h2o_p + murein4px4px4p_p --> murein4px4p4p_p,ok,ok,ok,ok,ok,ok
MDH,mal__L_c + nad_c <=> h_c + nadh_c + oaa_c,ok,ok,ok,DMALRED;MDH2;MDH3,ok,ok
MDH2,mal__L_c + q8_c --> oaa_c + q8h2_c,ok,ok,ok,DMALRED;MDH;MDH3,ok,ok
MDH3,mal__L_c + mqn8_c --> mql8_c + oaa_c,ok,ok,ok,DMALRED;MDH;MDH2,ok,ok
MDNTHAep,2m35mdntha_c + h_p --> 2m35mdntha_e + h_c,ok,ok,ok,ok,ok,ok
ME2,mal__L_c + nadp_c --> co2_c + nadph_c + pyr_c,ok,ok,ok,ok,ok,ok
MECDPDH3_syn,2mecdp_c + 2.0 fdxrd_c + h_c --> 2.0 fdxox_c + h2mb4p_c + h2o_c,ok,ok,ok,ok,ok,ok
MECDPS,2p4c2me_c --> 2mecdp_c + cmp_c,ok,ok,ok,ok,ok,ok
MELIBt2pp,h_p + melib_p --> h_c + melib_c,ok,ok,MELIBt3ipp,ok,ok,ok
MELIBt3ipp,h_p + melib_c --> h_c + melib_p,ok,ok,MELIBt2pp,ok,ok,ok
MEPCT,2me4p_c + ctp_c + h_c --> 4c2me_c + ppi_c,ok,ok,ok,ok,ok,ok
METAT,atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c,ok,ok,ok,ok,ok,ok
METDabc,atp_c + h2o_c + met__D_e --> adp_c + h_c + met__D_c + pi_c,ok,ok,ok,ok,ok,ok
METGL,h2o_c + met__L_c --> 2obut_c + ch4s_c + nh4_c,ok,ok,ok,ok,ok,ok
METOX1s,h2o2_c + met__L_c --> h2o_c + metsox_S__L_c,ok,ok,ok,ok,ok,ok
METOX2s,h2o2_c + met__L_c --> h2o_c + metsox_R__L_c,ok,ok,ok,ok,ok,ok
METS,5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c,ok,ok,ok,ok,ok,ok
METSOXR1,metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c,ok,ok,ok,ok,ok,ok
METSOXR2,metsox_R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c,ok,ok,ok,ok,ok,ok
METabc,atp_c + h2o_c + met__L_e --> adp_c + h_c + met__L_c + pi_c,ok,ok,ok,ok,ok,ok
METabcpp,atp_c + h2o_c + met__L_p --> adp_c + h_c + met__L_c + pi_c,ok,ok,ok,ok,ok,ok
METt3pp,h_p + met__L_c --> h_c + met__L_p,ok,ok,ok,ok,ok,ok
MG2tpp,mg2_p --> mg2_c,ok,ok,ok,ok,ok,ok
MG2uabcpp,atp_c + h2o_c + mg2_p --> adp_c + h_c + mg2_c + pi_c,ok,ok,ok,ok,ok,ok
MGSA,dhap_c --> mthgxl_c + pi_c,ok,ok,ok,ok,ok,ok
MGt2pp,h_p + mg2_p --> h_c + mg2_c,ok,ok,ok,ok,ok,ok
MGt5,mg2_c <=> mg2_e,ok,ok,ok,ok,ok,ok
MI1PP,h2o_c + mi1p__D_c --> inost_c + pi_c,ok,ok,ok,ok,ok,ok
MLDCP1App,h2o_p + murein5px4p_p --> alaala_p + murein3px4p_p,ok,ok,ok,ok,ok,ok
MLDCP1Bpp,h2o_p + murein4p4p_p --> ala__D_p + murein4p3p_p,ok,ok,ok,ok,ok,ok
MLDCP2App,h2o_p + murein5p5p_p --> alaala_p + murein5p3p_p,ok,ok,ok,ok,ok,ok
MLDCP2Bpp,h2o_p + murein4p3p_p --> ala__D_p + murein3p3p_p,ok,ok,ok,ok,ok,ok
MLDCP3App,h2o_p + murein5px3p_p --> alaala_p + murein3px3p_p,ok,ok,ok,ok,ok,ok
MLDEP1pp,h2o_p + murein3px3p_p --> murein3p3p_p,ok,ok,ok,ok,ok,ok
MLDEP2pp,h2o_p + murein5px3p_p --> murein5p3p_p,ok,ok,ok,ok,ok,ok
MLTGY1pp,murein4p4p_p --> 2.0 anhgm4p_p,ok,ok,ok,ok,ok,ok
MLTGY2pp,murein4p3p_p --> anhgm3p_p + anhgm4p_p,ok,ok,ok,ok,ok,ok
MLTGY3pp,murein3p3p_p --> 2.0 anhgm3p_p,ok,ok,ok,ok,ok,ok
MLTGY4pp,murein4px4p4p_p --> anhgm4p_p + murein4px4p_p,ok,ok,ok,ok,ok,ok
MMCD,h_c + mmcoa__S_c --> co2_c + ppcoa_c,ok,ok,ok,ok,ok,ok
MMSAD3,coa_c + msa_c + nad_c --> accoa_c + co2_c + nadh_c,ok,ok,ok,ok,ok,ok
MMTSAO,coa_c + mmtsa_c + nad_c --> co2_c + nadh_c + ppcoa_c,ok,ok,ok,ok,ok,ok
MN2t3pp,h_p + mn2_c --> h_c + mn2_p,ok,ok,ok,ok,ok,ok
MN2tipp,mn2_c --> mn2_p,ok,MN2tpp,MN2tpp,ok,ok,ok
MN2tpp,mn2_p --> mn2_c,ok,MN2tipp,MN2tipp,ok,ok,ok
MN6PP,h2o_c + man6p_c --> man_c + pi_c,ok,ok,ok,ok,ok,ok
MNabc,atp_c + h2o_c + mn2_e --> adp_c + h_c + mn2_c + pi_c,ok,ok,ok,ok,ok,ok
MNabc_1,atp_c + h2o_c + mn2_p --> adp_c + h_c + mn2_c + pi_c,ok,ok,ok,ok,ok,ok
MNtex,mn2_e <=> mn2_p,ok,ok,ok,ok,ok,ok
MOAT,ckdo_c + lipidA_c --> cmp_c + h_c + kdolipid4_c,ok,ok,ok,ok,ok,ok
MOAT2,ckdo_c + kdolipid4_c --> cmp_c + h_c + kdo2lipid4_c,ok,ok,ok,ok,ok,ok
MOBDabc,atp_c + h2o_c + mobd_e --> adp_c + h_c + mobd_c + pi_c,ok,ok,MOBDabc_rev,ok,ok,ok
MOBDabc_rev,atp_c + h2o_c + mobd_c --> adp_c + h_c + mobd_e + pi_c,ok,ok,MOBDabc,ok,ok,ok
MOBDabcpp,atp_c + h2o_c + mobd_p --> adp_c + h_c + mobd_c + pi_c,ok,ok,ok,ok,ok,ok
MOHMT,3mob_c + h2o_c + mlthf_c --> 2dhp_c + thf_c,ok,ok,ok,ok,ok,ok
MOTH1,h2o_c + malttre_c --> malt_c + tre_c,ok,ok,ok,ok,ok,ok
MOTS1,maltttr_c --> malttre_c,ok,ok,ok,ok,ok,ok
MPTG,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_p + 2.0 udcpdp_c,ok,ok,ok,ok,ok,ok
MPTG2,murein5p5p_p + uaagmda_c --> h_c + murein5p5p5p_p + udcpdp_c,ok,ok,ok,ok,ok,ok
MSO3abcpp,atp_c + h2o_c + mso3_p --> adp_c + h_c + mso3_c + pi_c,ok,ok,ok,ok,ok,ok
MTAN,5mta_c + h2o_c --> 5mtr_c + ade_c,ok,ok,ok,ok,ok,ok
MTHFC,h2o_c + methf_c <=> 10fthf_c + h_c,ok,ok,ok,ok,ok,ok
MTHFD,mlthf_c + nadp_c <=> methf_c + nadph_c,ok,ok,ok,MTHFD2i,ok,ok
MTHFD2i,mlthf_c + nad_c --> methf_c + nadh_c,ok,ok,ok,MTHFD,ok,ok
MTHFR2,2.0 h_c + mlthf_c + nadh_c --> 5mthf_c + nad_c,ok,ok,ok,MTHFR3,ok,ok
MTHFR3,2.0 h_c + mlthf_c + nadph_c --> 5mthf_c + nadp_c,ok,ok,ok,MTHFR2,ok,ok
MTHTHFSs,h2o_c + mdhdhf_c --> mththf_c,ok,ok,ok,ok,ok,ok
MTRK,5mtr_c + atp_c --> 5mdr1p_c + adp_c + h_c,ok,ok,ok,ok,ok,ok
MUCCY_kt,CCbuttc_c + h_c --> 4cml_c,ok,ok,ok,ok,ok,ok
MXYLt5,h_p + m_xyl_c --> h_c + m_xyl_e,ok,ok,ok,ok,ok,ok
MXYLt6,h_p + m_xyl_p --> h_c + m_xyl_e,ok,ok,ok,ok,ok,ok
NABTNO,h2o_c + n4abutn_c + nad_c --> 4aabutn_c + 2.0 h_c + nadh_c,ok,ok,ok,ok,ok,ok
NACODA,acg5sa_c + h2o_c --> ac_c + glu5sa_c,ok,ok,ok,ok,ok,ok
NADDP,h2o_c + nad_c --> amp_c + 2.0 h_c + nmn_c,ok,ok,ok,ok,ok,ok
NADH10,h_c + mqn8_c + nadh_c --> mql8_c + nad_c,ok,ok,ok,ok,ok,ok
NADH16pp,4.0 h_c + nadh_c + q8_c --> 3.0 h_p + nad_c + q8h2_c,ok,ok,ok,ok,ok,ok
NADH5,h_c + nadh_c + q8_c --> nad_c + q8h2_c,ok,ok,ok,ok,ok,ok
NADHHR,h2o_c + nadh_c --> nadhx__R_c,ok,ok,ok,ok,ok,ok
NADHNQR,4.0 h_c + na1_c + nadh_c + q8_c --> 3.0 h_p + na1_p + nad_c + q8h2_c,ok,ok,ok,ok,ok,ok
NADHPO,h2o2_c + h_c + nadh_c --> 2.0 h2o_c + nad_c,ok,ok,ok,CAT;CYTBD2pp;CYTBDpp;CYTBO3_4pp;GTHPi;THIORDXi,ok,ok
NADHXD,adp_c + nadhx__S_c --> amp_c + h_c + nadh_c + pi_c,ok,ok,ok,ok,ok,ok
NADK,atp_c + nad_c --> adp_c + h_c + nadp_c,ok,ok,ok,ok,ok,ok
NADN,h2o_c + nad_c --> adprib_c + h_c + ncam_c,ok,ok,ok,ok,ok,ok
NADPHHR,h2o_c + nadph_c --> nadphx__R_c,ok,ok,ok,ok,ok,ok
NADPHQR2,h_c + nadph_c + q8_c --> nadp_c + q8h2_c,ok,ok,ok,ok,ok,ok
NADPHQR3,h_c + mqn8_c + nadph_c --> mql8_c + nadp_c,ok,ok,ok,ok,ok,ok
NADPHXD,adp_c + nadphx__S_c --> amp_c + h_c + nadph_c + pi_c,ok,ok,ok,ok,ok,ok
NADS1,atp_c + dnad_c + nh4_c --> amp_c + h_c + nad_c + ppi_c,ok,ok,ok,ok,ok,ok
NADS2,atp_c + dnad_c + gln__L_c + h2o_c --> amp_c + glu__L_c + h_c + nad_c + ppi_c,ok,ok,ok,ok,ok,ok
NADTRHD,nad_c + nadph_c --> nadh_c + nadp_c,ok,ok,ok,ok,ok,ok
NAMNPP,atp_c + h2o_c + nac_c + prpp_c --> adp_c + nicrnt_c + pi_c + ppi_c,ok,ok,ok,ok,ok,ok
NARK,no2_c <=> no2_e,ok,ok,ok,ok,ok,ok
NAt3_2pp,2.0 h_p + na1_c --> 2.0 h_c + na1_p,ok,ok,NAt3pp,ok,ok,ok
NAt3pp,h_p + na1_c --> h_c + na1_p,ok,ok,NAt3_2pp,ok,ok,ok
NAtex,na1_e <=> na1_p,ok,ok,ok,ok,ok,ok
NBAHH_ir,carn_c + h2o_c --> ala_B_c + his__L_c,ok,ok,ok,ok,ok,ok
NDP3,gdp_c + h2o_c --> gmp_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
NDP7,h2o_c + udp_c --> h_c + pi_c + ump_c,ok,ok,ok,ok,ok,ok
NDP8,dudp_c + h2o_c --> dump_c + h_c + pi_c,ok,ok,ok,ok,ok,ok
NDPK1,atp_c + gdp_c <=> adp_c + gtp_c,ok,ok,ok,ok,ok,ok
NDPK2,atp_c + udp_c <=> adp_c + utp_c,ok,ok,ok,ok,ok,ok
NDPK3,atp_c + cdp_c <=> adp_c + ctp_c,ok,ok,ok,ok,ok,ok
